"country_code","country","air_year","air_passengers","econ_worldrank","econ_regionrank","econ_2019score","econ_propertyrights","econ_judical","econ_gov_integrity","econ_taxburden","econ_govspending","econ_fiscalhealth","econ_businessfreedom","econ_laborfreedom","econ_monetaryfreedom","econ_tradefreedom","econ_investmentfreedom","econ_financialfreedom","econ_tariffrate","econ_incometaxrate","econ_corporatetaxrate","econ_taxburdengdp","econ_govexpendgdp","econ_popmills","econ_gdpbills","econ_gdpgrowthrate","econ_yeargdpgrowthrate","econ_gdppercapita","econ_unemployment","econ_inflation","econ_fdiflowmills","econ_publicdeptofgdp","hospbeds_year","hospbeds_per1k","docs_year","docs_per1k","pollution_960","pollution_961","pollution_962","pollution_963","pollution_964","pollution_965","pollution_966","pollution_967","pollution_968","pollution_969","pollution_970","pollution_971","pollution_972","pollution_973","pollution_974","pollution_975","pollution_976","pollution_977","pollution_978","pollution_979","pollution_980","pollution_981","pollution_982","pollution_983","pollution_984","pollution_985","pollution_986","pollution_987","pollution_988","pollution_989","pollution_990","pollution_991","pollution_992","pollution_993","pollution_994","pollution_995","pollution_996","pollution_997","pollution_998","pollution_999","pollution_000","pollution_001","pollution_002","pollution_003","pollution_004","pollution_005","pollution_006","pollution_007","pollution_008","pollution_009","pollution_010","pollution_011","pollution_012","pollution_013","pollution_014","pollution_015","pollution_016","pollution_017","pollution_018","pollution_019","pop65above_year","pop65above_percent","prisoncount_year","prison_count","prisonrate_year","prison_rate","rail_year","rail_millionpassengerkm","sars_cases","sars_deaths","sars_recovered"
"NCL","New Caledonia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,9.174157925,"2017","549","2017","198.9",NA,NA,0,0,0
"NER","Niger",2017,14713,"151","31","51.6","37.2","31.0","34.1","76.9","75.6","22.2","56.3","48.2","76.7","65.8","55","40","9.6","35.0","30.0","13.5","28.5","18.8","$21.8 ","5.2","5.4","$1,164","0.4","2.4","334.3","46.5",2015,0.3,2015,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,2.595007883,"2015","8525","2015","42.8",NA,NA,0,0,0
"NGA","Nigeria",2018,8169192.31,"111","14","57.3","36.5","34.3","20.5","85.0","96.5","68.2","51.2","83.3","65.0","62.4","45","40","11.3","24.0","30.0","5.2","10.8","188.7","$1,118.8 ","0.8","2.7","$5,929","7.0","16.5","3,503.0","23.4",2004,0.5,2004,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,2.747377005,"2017","75772","2017","39.7",2005,173.632,0,0,0
"NIC","Nicaragua",2000,61031,"107","21","57.7","33.4","18.7","20.3","76.9","79.1","93.9","56.0","55.8","72.7","76.0","60","50","2.0","30.0","30.0","22.6","26.4","6.2","$36.4 ","4.9","4.8","$5,849","4.4","3.9","896.6","33.6",2014,0.9,2014,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,5.247497448,"2014","10569","2014","175.7",NA,NA,0,0,0
"NLD","Netherlands",2018,43996044.58,"13","5","76.8","88.0","74.7","89.1","51.6","42.9","93.3","81.4","60.3","84.0","86.0","90","80","2.0","52.0","25.0","38.8","43.6","17.1","$916.1 ","3.1","1.8","$53,635","4.8","1.3","57,956.7","56.7",2009,4.7,2009,4.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,19.19619263,"2017","10464","2017","61.4",2018,18535,0,0,0
"NOR","Norway",2004,12277222,"26","15","73.0","86.1","81.2","92.3","57.4","25.3","97.3","89.4","53.7","75.4","83.2","75","60","3.4","47.8","23.0","38.0","49.9","5.3","$380.0 ","1.8","1.6","$71,831","4.2","1.9","-8,296.9","36.7",2013,3.9,2013,3.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,17.04922216,"2017","3373","2017","63.6",2017,3096,0,0,0
"NPL","Nepal",2018,3296953,"136","34","53.8","39.2","34.7","26.2","84.0","83.7","98.5","61.8","47.9","69.4","60.4","10","30","12.3","25.0","25.0","18.7","23.3","29.3","$78.6 ","7.5","4.3","$2,679","2.7","4.5","198.0","27.2",2012,0.3,2012,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,5.727670776,"2017","18881","2017","64.4",NA,NA,0,0,0
"NRU","Nauru",2018,45457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010,5,2010,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014","14","2014","126.5",NA,NA,0,0,0
"NZL","New Zealand",2018,17249049.95,"3","3","84.4","95.0","83.5","96.7","71.0","50.4","98.6","91.0","86.7","87.5","92.4","80","80","1.3","33.0","28.0","32.1","40.7","4.8","$188.6 ","3.0","3.3","$38,934","4.9","1.9","3,572.0","26.4",2013,2.8,2013,2.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,15.65242453,"2017","10435","2017","221.7",1998,321,56,0,56
"OMN","Oman",2018,10438241,"88","7","61.0","58.1","51.6","53.8","97.8","32.5","16.1","75.2","57.3","77.7","87.0","65","60","1.5","0.0","12.0","8.5","47.4","4.1","$186.6 ","-0.3","2.7","$45,157","3.3","1.6","1,867.4","44.2",2014,1.6,2014,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,2.392786956,"2013","1300","2013","35",NA,NA,0,0,0
"PAK","Pakistan",2018,6880637,"131","32","55.0","41.5","40.2","30.6","80.5","87.6","49.2","56.1","41.8","72.6","64.8","55","40","10.1","30.0","30.0","12.4","20.3","197.3","$1,057.0 ","5.3","4.3","$5,358","4.0","4.1","2,806.0","67.2",2014,0.6,2014,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,4.312774311,"2017","83718","2017","42.5",2018,24903,0,0,0
"PAN","Panama",2018,12939350,"50","9","67.2","60.4","30.1","34.1","85.0","85.3","91.3","73.6","43.4","79.4","79.2","75","70","5.4","25.0","25.0","15.8","22.2","4.1","$103.9 ","5.4","5.8","$25,351","4.5","0.9","5,319.2","38.2",2013,2.3,2013,2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,8.10473108,"2017","16155","2017","394.1",NA,NA,0,0,0
"PER","Peru",2018,17758527.27,"45","7","67.8","56.1","34.0","31.8","80.6","86.1","88.5","67.8","63.5","83.9","86.4","75","60","1.8","30.0","28.0","16.0","21.5","31.8","$424.4 ","2.5","3.6","$13,334","3.6","2.8","6,769.5","25.5",2014,1.6,2014,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,8.088392792,"2017","89494","2017","278.2",1998,127,0,0,0
"PHL","Philippines",2018,43080118,"70","15","63.8","48.7","36.4","30.9","76.9","88.7","97.1","61.3","57.9","69.6","78.2","60","60","3.4","35.0","30.0","13.7","19.4","105.3","$875.6 ","6.7","6.6","$8,315","2.4","3.2","9,524.3","37.8",2011,1,2011,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,5.122568768,"2016","170543","2016","165.1",2016,384,702,127,509
"PLW","Palau",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010,4.8,2010,4.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017","87","2017","395.5",NA,NA,0,0,0
"PNG","Papua New Guinea",2018,964713,"101","21","58.4","37.4","49.0","37.2","71.8","89.1","75.2","62.2","72.6","70.0","80.9","25","30","2.0","42.0","30.0","12.5","19.1","8.3","$30.3 ","2.5","5.8","$3,675","2.7","5.2","-200.5","32.6",1990,4.024199963,1990,4.024199963,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,3.445269251,"2016","4945","2016","61.1",NA,NA,0,0,0
"POL","Poland",2018,9277538,"46","23","67.8","62.3","44.0","49.8","74.9","48.8","86.4","65.4","63.9","82.1","86.0","80","70","2.0","32.0","19.0","33.6","41.3","38.0","$1,121.0 ","4.6","3.2","$29,521","4.9","2.0","6,433.5","51.4",2013,6.5,2013,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,17.51781676,"2017","74480","2017","195.1",2016,9466.3,10,0,0
"PRI","Puerto Rico",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,3.319999933,1996,3.319999933,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,18.67485021,"2017","10039","2017","274.1",NA,NA,0,0,0
"PRK","Korea (Democratic People's Republic of)",2018,103560,"180","43","5.9","31.6","5.0","24.4","0.0","0.0","0.0","5.0","5.0","0.0","0.0","0","0","50.0","N/A","N/A","N/A","100.0","25.4","$40.0 (2015 est.)","1.1","N/A","$1,700 (2015 est.)","4.8","N/A","63.4","N/A",2012,13.2,2012,13.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,9.33452041,NA,NA,NA,NA,NA,NA,0,0,0
"PRT","Portugal",2018,17367956,"62","30","65.3","71.5","64.3","59.5","59.9","35.6","69.8","79.7","44.3","83.0","86.0","70","60","2.0","48.0","23.0","34.4","46.3","10.3","$313.4 ","2.7","1.2","$30,417","8.9","1.6","6,945.6","125.6",2013,3.4,2013,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,21.95385754,"2017","13587","2017","131.5",2017,4032.713,0,0,0
"PRY","Paraguay",2018,560631,"85","18","61.8","39.5","30.0","25.5","96.3","78.9","96.3","61.5","29.2","72.8","76.6","75","60","4.2","10.0","10.0","13.0","26.5","7.0","$68.3 ","4.3","6.0","$9,826","4.6","3.6","355.8","25.6",2011,1.3,2011,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,6.430215009,"2017","14061","2017","206.4",1996,3,0,0,0
"PSE","Palestine, State of",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,1.200000048,1996,1.200000048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,3.133305737,"2016","8155","2016","170.1",NA,NA,0,0,0
"PYF","French Polynesia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,8.290508105,"2017","569","2017","201.1",NA,NA,0,0,0
"QAT","Qatar",2018,29178923,"28","3","72.6","64.5","60.0","77.4","99.7","56.8","94.0","71.2","65.9","78.4","83.2","60","60","3.4","0.0","0.0","5.7","37.9","2.7","$340.6 ","2.1","3.3","$124,529","0.1","0.4","986.0","54.0",2014,1.2,2014,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,1.370070339,"2013","1150","2013","51.1",NA,NA,0,0,0
"ROU","Romania",2018,4908235,"42","21","68.6","66.7","51.9","39.8","89.7","69.0","89.3","63.1","64.5","82.7","86.0","70","50","2.0","10.0","16.0","26.0","32.1","19.6","$481.5 ","7.0","4.5","$24,508","4.9","1.3","5,160.0","36.9",2013,6.3,2013,6.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,18.33870139,"2017","23450","2017","119.2",2017,5365.914,99,0,71
"RUS","Russia",2018,99327311,"98","41","58.9","52.4","45.1","36.6","89.4","62.3","86.6","78.4","52.5","65.1","77.8","30","30","3.6","13.0","20.0","22.2","35.4","144.0","$4,007.8 ","1.5","0.3","$27,834","5.2","3.7","25,284.0","17.4",2013,8.2,2013,8.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,14.67470832,"2017","602176","2017","418.2",2018,129370.701,31,0,0
"RWA","Rwanda",2018,1073528,"32","2","71.1","72.2","83.2","67.9","79.8","79.4","86.3","56.2","82.2","76.1","70.4","60","40","7.3","30.0","30.0","15.0","26.2","11.8","$24.6 ","6.1","6.7","$2,080","1.3","4.8","366.2","40.6",2007,1.6,2007,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,2.938196078,"2017","61000","2017","499.7",NA,NA,0,0,0
"SAU","Saudi Arabia",2018,39141660,"91","9","60.7","55.0","62.7","49.8","99.8","57.5","19.4","72.3","63.3","78.1","76.0","45","50","4.5","2.5","2.5","3.4","37.6","32.4","$1,773.6 ","-0.7","2.3","$54,777","5.5","-0.9","1,421.0","17.3",2014,2.7,2014,2.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,3.314088023,"2017","68056","2017","206.6",2018,134.65,0,0,0
"SDN","Sudan",2018,269958.48,"166","41","47.7","27.5","22.2","26.2","86.3","96.6","76.1","52.1","59.0","56.9","45.0","5","20","17.5","10.0","35.0","6.7","10.6","40.8","$187.0 ","3.2","3.0","$4,586","12.7","32.4","1,065.3","126.0",2013,0.8,2013,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,3.581160528,"2017","21000","2017","51.8",2014,81.5,0,0,0
"SEN","Senegal",2018,21038,"117","16","56.3","47.8","40.4","40.3","70.8","73.3","60.0","53.3","39.4","78.2","72.0","60","40","9.0","40.0","30.0","20.4","29.8","15.9","$43.2 ","7.2","5.6","$2,727","4.9","1.4","532.3","61.2",2008,0.3,2008,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,3.086823701,"2017","9321","2017","58.8",2006,129,0,0,0
"SGP","Singapore",2018,40401515,"2","2","89.4","97.4","92.4","95.1","90.4","90.7","80.0","90.8","91.0","85.3","94.8","85","80","0.1","22.0","17.0","13.7","17.6","5.6","$527.0 ","3.6","3.5","$93,906","2.0","0.6","62,006.0","110.9",2015,2.4,2015,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,11.46338019,"2017","11691","2017","204.8",NA,NA,16428,2052,11206
"SLB","Solomon Islands",2018,427806,"133","33","54.6","49.9","51.7","33.5","65.5","36.5","89.4","68.6","72.0","86.0","56.8","15","30","14.1","40.0","30.0","30.8","46.0","0.6","$1.3 ","3.2","2.9","$2,157","2.1","-0.4","36.5","10.0",2012,1.4,2012,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,3.598950459,"2017","477","2017","78.1",NA,NA,0,0,0
"SLE","Sierra Leone",2012,50193,"167","42","47.5","35.5","34.5","26.2","87.3","84.4","13.2","44.9","29.3","65.0","69.4","60","20","10.3","15.0","30.0","12.2","22.8","7.4","$11.5 ","3.5","2.9","$1,553","4.5","18.0","560.0","58.4",2006,0.4,2006,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,2.966556211,"2017","4519","2017","59.8",NA,NA,0,0,0
"SLV","El Salvador",2018,2545105,"84","17","61.8","37.6","29.1","23.4","78.1","86.3","81.9","57.2","53.1","79.0","81.4","75","60","1.8","30.0","30.0","19.7","21.4","6.4","$57.0 ","2.4","2.1","$8,948","4.5","1.0","791.9","59.3",2014,1.3,2014,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,8.287090005,"2017","38330","2017","601",1996,4.5,0,0,0
"SMR","San Marino",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,3.8,2012,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017","3","2017","9.1",NA,NA,0,0,0
"SOM","Somalia",2018,4486,"N/A","N/A","N/A","33.7","26.6","7.9","N/A","N/A","N/A","31.7","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","14.3","$18.70 ","1.8","2.2","N/A","6.0","N/A","384.0","N/A",2014,0.9,2014,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,2.873310943,NA,NA,NA,NA,NA,NA,0,0,0
"SRB","Serbia",2018,2262703,"69","34","63.9","50.1","44.8","37.2","82.0","45.1","90.1","72.9","67.4","80.0","77.0","70","50","6.5","10.0","15.0","38.4","42.8","7.0","$105.5 ","1.8","1.2","$15,000","14.1","3.1","2,866.7","61.5",2012,5.7,2012,5.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,18.34579269,"2017","10807","2017","122.9",2017,377,0,0,0
